1573755809,241824899,-38,-28,-5,-50,2,-19,
1573755809,253824899,-38,-29,-7,-51,3,-21,
1573755809,264824899,-37,-26,-6,-51,2,-18,
1573755809,276824899,-37,-27,-5,-51,2,-21,
1573755809,289824899,-39,-28,-4,-51,2,-19,
1573755809,301824899,-39,-27,-7,-52,2,-18,
1573755809,312824899,-39,-27,-5,-52,2,-20,
1573755809,324824899,-38,-27,-5,-51,2,-18,
1573755809,337824899,-38,-27,-5,-51,2,-20,
1573755809,348824899,-38,-27,-7,-51,2,-18,
1573755809,360824899,-39,-28,-5,-51,2,-21,
1573755809,373824899,-38,-27,-5,-52,2,-19,
1573755809,385824899,-37,-27,-6,-51,2,-21,
1573755809,396824899,-39,-27,-5,-51,2,-20,
1573755809,408824899,-38,-27,-7,-51,2,-20,
1573755809,421824899,-38,-26,-7,-51,2,-19,
1573755809,432824899,-37,-28,-5,-51,2,-19,
1573755809,444824899,-38,-27,-7,-51,2,-20,
1573755809,457824899,-38,-27,-6,-51,3,-20,
1573755809,469824899,-38,-26,-7,-51,2,-18,
1573755809,480824899,-38,-26,-8,-51,2,-21,
1573755809,492824899,-39,-28,-7,-51,2,-20,
1573755809,505824899,-38,-27,-7,-52,2,-20,
1573755809,517824899,-38,-28,-6,-49,2,-20,
1573755809,528824899,-38,-27,-6,-51,2,-21,
1573755809,541824899,-39,-28,-7,-51,2,-21,
1573755809,553824899,-37,-27,-4,-52,2,-20,
1573755809,564824899,-38,-28,-7,-51,2,-21,
1573755809,576824899,-39,-27,-6,-51,2,-19,
1573755809,589824899,-39,-27,-5,-50,2,-20,
1573755809,601824899,-38,-27,-5,-50,3,-21,
1573755809,612824899,-38,-27,-7,-51,2,-20,
1573755809,625824899,-38,-26,-6,-52,2,-20,
1573755809,637824899,-38,-28,-6,-52,2,-19,
1573755809,648824899,-39,-27,-6,-50,2,-21,
1573755809,660824899,-38,-27,-6,-51,2,-18,
1573755809,676824899,-37,-27,-7,-50,2,-20,
1573755809,688824899,-38,-27,-8,-51,2,-21,
1573755809,703895006,-37,-27,-4,-51,2,-18,
1573755809,715895006,-38,-27,-8,-50,2,-18,
1573755809,727895006,-40,-27,-7,-52,3,-20,
1573755809,739895006,-38,-27,-5,-52,2,-19,
1573755809,750895006,-39,-27,-5,-50,2,-20,
1573755809,763895006,-38,-27,-7,-51,2,-20,
1573755809,775895006,-38,-27,-8,-52,2,-20,
1573755809,786895006,-37,-26,-7,-52,2,-19,
1573755809,799895006,-38,-28,-6,-51,2,-20,
1573755809,811895006,-37,-26,-7,-53,2,-19,
1573755809,823895006,-39,-27,-5,-53,2,-19,
1573755809,834895006,-38,-27,-6,-52,2,-22,
1573755809,847895006,-39,-28,-5,-51,2,-19,
1573755809,859895006,-39,-26,-7,-51,4,-19,
1573755809,871895006,-39,-27,-5,-51,2,-20,
1573755809,883895006,-37,-27,-7,-51,3,-21,
1573755809,895895006,-38,-29,-5,-51,2,-19,
1573755809,907895006,-38,-27,-6,-51,2,-21,
1573755809,918895006,-37,-27,-6,-51,2,-20,
1573755809,931895006,-37,-27,-6,-51,2,-19,
1573755809,943895006,-37,-27,-4,-50,2,-18,
1573755809,955895006,-38,-26,-7,-49,2,-19,
1573755809,966895006,-37,-27,-6,-51,2,-20,
1573755809,979895006,-39,-27,-4,-51,2,-21,
1573755809,991895006,-38,-27,-6,-51,2,-19,
1573755810,2895006,-38,-27,-5,-51,2,-21,
1573755810,15895006,-38,-27,-7,-51,2,-20,
1573755810,27895006,-37,-26,-8,-52,2,-18,
1573755810,39895006,-37,-27,-7,-52,2,-20,
1573755810,50895006,-38,-27,-8,-51,2,-21,
1573755810,63895006,-39,-27,-5,-52,2,-19,
1573755810,75895006,-40,-27,-7,-51,2,-18,
1573755810,86895006,-39,-27,-6,-51,2,-19,
1573755810,99895006,-38,-27,-6,-51,3,-20,
1573755810,111895006,-36,-27,-6,-51,2,-20,
