1573755809,250895599,0.449999,3.58,3.23,
1573755809,267244696,0.58,3.66,3.21,
1573755809,279606068,0.67,3.81,3.19,
1573755809,295970140,0.799999,3.71,3.15,
1573755809,312409995,0.82,3.75,3.17,
1573755809,328848120,0.82,3.65,3.16,
1573755809,345288045,0.65,3.68,3.19,
1573755809,361679717,0.559999,3.74,3.18,
1573755809,378142736,0.469999,3.74,3.15,
1573755809,394629329,0.589998,3.75,3.19,
1573755809,411139844,0.439999,3.68,3.19,
1573755809,423653083,0.48,3.63,3.24,
1573755809,440160404,0.41,3.63,3.28,
1573755809,456568777,0.559999,3.61,3.28,
1573755809,472912366,0.589998,3.44,3.29,
1573755809,489242769,0.779999,3.66,3.25,
1573755809,505628469,0.679998,3.66,3.19,
1573755809,521895029,0.49,3.81,3.16,
1573755809,538168569,0.599998,3.58,3.17,
1573755809,554562121,0.619999,3.72,3.17,
1573755809,571018903,0.449999,3.71,3.18,
1573755809,587482353,0.449999,3.71,3.23,
1573755809,600161820,0.5,3.65,3.23,
1573755809,616770295,0.49,3.84,3.26,
1573755809,633228067,0.599998,3.74,3.29,
1573755809,649653545,0.589998,3.6,3.27,
1573755809,666231821,0.709999,3.67,3.2,
1573755809,682650427,0.559999,3.69,3.21,
1573755809,699102796,0.49,3.74,3.25,
1573755809,711564296,0.539999,3.74,3.21,
1573755809,728107560,0.629999,3.78,3.14,
1573755809,744457711,0.439999,3.8,3.14,
1573755809,760927565,0.459999,3.78,3.14,
1573755809,777431490,0.57,3.61,3.2,
1573755809,793870277,0.529999,3.76,3.2,
1573755809,810254648,0.589998,3.75,3.18,
1573755809,826630027,0.629999,3.65,3.21,
1573755809,843123329,0.74,3.52,3.25,
1573755809,859602876,0.599998,3.73,3.24,
1573755809,871942426,0.57,3.72,3.22,
1573755809,888356506,0.629999,3.75,3.2,
1573755809,904830529,0.67,3.9,3.2,
1573755809,921174995,0.74,3.78,3.21,
1573755809,937595206,0.58,3.89,3.16,
1573755809,954035421,0.599998,3.74,3.14,
1573755809,970383669,0.58,3.5,3.21,
1573755809,986848849,0.389999,3.75,3.2,
1573755810,3209468,0.589998,3.73,3.25,
1573755810,19622886,0.629999,3.46,3.26,
1573755810,31949707,0.539999,3.7,3.21,
1573755810,48398579,0.679998,3.83,3.22,
1573755810,64971545,0.66,3.87,3.22,
1573755810,81404841,0.74,3.58,3.17,
1573755810,97789191,0.529999,3.9,3.11,
1573755810,114194070,0.559999,3.67,3.09,
1573755810,130633150,0.599998,3.7,3.18,
1573755810,147119913,0.57,3.81,3.18,
1573755810,163534553,0.599998,3.77,3.2,
1573755810,175890211,0.619999,3.75,3.23,
1573755810,192328752,0.599998,3.7,3.22,
1573755810,208760356,0.539999,3.73,3.18,
1573755810,225227021,0.5,3.76,3.2,
1573755810,241613466,0.66,3.8,3.21,
1573755810,257970621,0.519999,3.68,3.16,
1573755810,274249459,0.609999,3.75,3.11,
1573755810,290580499,0.539999,3.73,3.06,
1573755810,306922622,0.449999,3.8,3.11,
1573755810,323434216,0.469999,3.88,3.14,
1573755810,339759392,0.549999,3.77,3.18,
1573755810,352023300,0.699999,3.62,3.19,
1573755810,368282381,0.699999,3.8,3.25,
1573755810,384739114,0.699999,3.7,3.27,
1573755810,401183051,0.679998,3.74,3.28,
1573755810,417686225,0.639999,3.75,3.22,
1573755810,434072133,0.9,3.65,3.2,
1573755810,450417342,0.519999,3.77,3.19,
1573755810,466799095,0.509998,3.88,3.18,
1573755810,483189258,0.709999,3.87,3.18,
1573755810,499576405,0.58,3.68,3.18,
1573755810,512016952,0.469999,3.74,3.18,
1573755810,528498542,0.57,3.88,3.21,
